profile,seed,snr_db,l_value,sample_index,grid_channel_nmse_db,candan_channel_nmse_db,candan_gain_vs_grid_db,candan_residual_reduction_fraction,gate_pass,candan_minimum_zeta,candan_mean_zeta,candan_clipping_rate,grid_delay_rmse_bins,grid_delay_rmse_ns,grid_projected_spatial_rmse_bins,grid_projected_spatial_rmse,grid_joint_quarter_bin_hit,grid_joint_tenth_bin_hit,grid_delay_quarter_bin_hit,grid_spatial_quarter_bin_hit,grid_delay_tenth_bin_hit,grid_spatial_tenth_bin_hit,grid_median_delay_error_bins,grid_median_projected_spatial_error_bins,grid_median_coordinate_error_bins,candan_delay_rmse_bins,gated_candan_delay_rmse_bins,candan_delay_rmse_ns,gated_candan_delay_rmse_ns,candan_projected_spatial_rmse_bins,gated_candan_projected_spatial_rmse_bins,candan_projected_spatial_rmse,gated_candan_projected_spatial_rmse,candan_joint_quarter_bin_hit,gated_candan_joint_quarter_bin_hit,candan_joint_tenth_bin_hit,gated_candan_joint_tenth_bin_hit,candan_delay_quarter_bin_hit,gated_candan_delay_quarter_bin_hit,candan_spatial_quarter_bin_hit,gated_candan_spatial_quarter_bin_hit,candan_delay_tenth_bin_hit,gated_candan_delay_tenth_bin_hit,candan_spatial_tenth_bin_hit,gated_candan_spatial_tenth_bin_hit,candan_median_delay_error_bins,gated_candan_median_delay_error_bins,candan_median_projected_spatial_error_bins,gated_candan_median_projected_spatial_error_bins,candan_median_coordinate_error_bins,gated_candan_median_coordinate_error_bins
A,20260628,30.0,4,49,-9.199561488285294,-17.734416894252842,8.534855405967548,0.10296873622011601,1,0.4399969730299332,0.7686610021388656,0.375,0.776570647432836,101.1159697178172,0.3325983925849944,0.0831495981462486,0.0,0.0,0.0,0.75,0.0,0.5,0.5672000123813632,0.15234375,0.7034922714034646,0.42056085932555304,0.42056085932555304,54.76052855801472,54.76052855801472,0.5695652722508322,0.5695652722508322,0.14239131806270805,0.14239131806270805,0.5,0.5,0.25,0.25,0.5,0.5,0.75,0.75,0.5,0.5,0.25,0.25,0.16112989125607413,0.16112989125607413,0.14011942436323288,0.14011942436323288,0.48588156408829286,0.48588156408829286
A,20260628,30.0,8,0,-11.556390631729494,-28.91223554930392,17.355844917574423,0.06791386377873314,1,0.08243141026297761,0.657793097546749,0.4375,1.115094708359748,145.1946234843422,0.8828343751610856,0.2207085937902714,0.0,0.0,0.0,0.375,0.0,0.25,0.5637760184763465,0.51220703125,1.3500365842607236,0.7602672463216759,0.7602672463216759,98.99313103146822,98.99313103146822,0.9997761825411149,0.9997761825411149,0.24994404563527872,0.24994404563527872,0.125,0.125,0.125,0.125,0.625,0.625,0.375,0.375,0.5,0.5,0.375,0.375,0.1419814176161367,0.1419814176161367,0.7267743244434639,0.7267743244434639,1.1772563383504115,1.1772563383504115
A,20260628,30.0,8,1,-11.655248033575056,-28.792513954419828,17.137265920844772,0.06775062259504643,1,0.07490351106595637,0.681401590189987,0.4375,1.0793432621642622,140.53948726097167,0.9709298005426484,0.2427324501356621,0.0,0.0,0.0,0.375,0.0,0.125,0.5637760184763465,0.74072265625,1.4331589777497755,0.7327878229556347,0.7327878229556347,95.41508111401494,95.41508111401494,1.0733860684720964,1.0733860684720964,0.2683465171180241,0.2683465171180241,0.125,0.125,0.125,0.125,0.625,0.625,0.375,0.375,0.375,0.375,0.375,0.375,0.21767302145216405,0.21767302145216405,1.0858272940945985,1.0858272940945985,1.251642225196901,1.251642225196901
A,20260628,30.0,8,2,-9.061489456217592,-26.96116859277829,17.8996791365607,0.12037306096887157,1,0.2104379705101519,0.6089109237767139,0.4375,0.627731367907995,81.73585519635353,0.5183301536527949,0.12958253841319872,0.0,0.0,0.0,0.0,0.0,0.0,0.4711680048785638,0.5078125,0.7544320217201859,0.4465077899420315,0.4465077899420315,58.13903514870202,58.13903514870202,0.7395045316446307,0.7395045316446307,0.18487613291115768,0.18487613291115768,0.25,0.25,0.125,0.125,0.75,0.75,0.375,0.375,0.5,0.5,0.375,0.375,0.09437341700060743,0.09437341700060743,0.5960529941271924,0.5960529941271924,0.8379498818889659,0.8379498818889659
A,20260628,30.0,8,3,-8.960789802529575,-14.342634136614933,5.381844334085358,0.08894868936686881,1,0.06964272488565623,0.5519920134975915,0.4375,0.544106888926719,70.84725116233321,0.4918323022324653,0.12295807555811633,0.0,0.0,0.0,0.25,0.0,0.0,0.5034239939050167,0.421875,0.69279766274943,0.46649608346495003,0.46649608346495003,60.741677534498706,60.741677534498706,0.7513259271608809,0.7513259271608809,0.18783148179022022,0.18783148179022022,0.125,0.125,0.0,0.0,0.625,0.625,0.25,0.25,0.25,0.25,0.125,0.125,0.13759108168382284,0.13759108168382284,0.40713055581157365,0.40713055581157365,0.7823354521642962,0.7823354521642962
A,20260628,30.0,8,4,-11.183656062342662,-21.43709824238844,10.253442180045779,0.06961102567028808,1,0.09781759084840076,0.6270874432062442,0.4375,1.0090261757051515,131.38361662827495,0.751582938885891,0.18789573472147275,0.0,0.0,0.0,0.25,0.0,0.0,0.45408637662330875,0.47509765625,0.8850458138267473,0.8446289995577159,0.8446289995577159,109.97773431741093,109.97773431741093,0.814833126947136,0.814833126947136,0.203708281736784,0.203708281736784,0.125,0.125,0.0,0.0,0.375,0.375,0.375,0.375,0.25,0.25,0.25,0.25,0.5896496353035465,0.5896496353035465,0.5203920609899657,0.5203920609899657,1.165985513005816,1.165985513005816
A,20260628,30.0,8,5,-7.726826413340002,-17.300412694678535,9.573586281338532,0.15034430585945743,1,0.20222935396561134,0.6401431433979285,0.5,0.8293222538908406,107.98466847536987,0.4752888152813177,0.11882220382032943,0.0,0.0,0.0,0.25,0.0,0.125,0.5717312059350661,0.38232421875,0.7906531198647878,0.3136917855341879,0.3136917855341879,40.84528457476406,40.84528457476406,0.7506342316624802,0.7506342316624802,0.18765855791562006,0.18765855791562006,0.125,0.125,0.0,0.0,0.875,0.875,0.25,0.25,0.375,0.375,0.125,0.125,0.1576944105297215,0.1576944105297215,0.3828125,0.3828125,0.6085678438662097,0.6085678438662097
A,20260628,30.0,8,6,-14.109530217829757,-20.494683558551017,6.38515334072126,0.029614420347882354,1,0.03631367963706415,0.6395959471953314,0.4375,1.7254366797372918,224.6662343407932,1.2331277847838629,0.3082819461959657,0.0,0.0,0.0,0.25,0.0,0.25,1.4194368137978053,1.05078125,2.2320741550507455,1.3238967665794743,1.3238967665794743,172.3823914817024,172.3823914817024,1.245334284425427,1.245334284425427,0.31133357110635673,0.31133357110635673,0.0,0.0,0.0,0.0,0.25,0.25,0.25,0.25,0.125,0.125,0.25,0.25,0.9194368137978002,0.9194368137978002,1.060899702877498,1.060899702877498,1.874943756349516,1.874943756349516
A,20260628,30.0,8,7,-11.754735877203395,-20.547465084127943,8.792729206924548,0.05861305215055018,1,0.07290020022166789,0.687009549594122,0.5,1.071433234174548,139.50953569981095,1.0615607766582975,0.2653901941645744,0.0,0.0,0.0,0.375,0.0,0.125,0.5459136233766912,0.90380859375,1.4353453869146007,0.7255106596181964,0.7255106596181964,94.46753380445266,94.46753380445266,1.1952214911044752,1.1952214911044752,0.2988053727761188,0.2988053727761188,0.125,0.125,0.125,0.125,0.625,0.625,0.375,0.375,0.625,0.625,0.25,0.25,0.06978244479889283,0.06978244479889283,1.1118883621263906,1.1118883621263906,1.4128754342436571,1.4128754342436571
A,20260628,30.0,8,8,-11.880482596000576,-33.24513617324045,21.36465357723987,0.06378746717588882,1,0.0772875576267899,0.6787688503652665,0.4375,1.2648260971331837,164.69089806421664,0.5438444910489909,0.13596112276224773,0.0,0.0,0.0,0.375,0.0,0.0,1.1191295561729964,0.3583984375,1.3885629527897732,1.1838982901619985,1.1838982901619985,154.1534231981769,154.1534231981769,0.6951465476024818,0.6951465476024818,0.17378663690062046,0.17378663690062046,0.125,0.125,0.0,0.0,0.25,0.25,0.375,0.375,0.0,0.0,0.375,0.375,1.0039669084483425,1.0039669084483425,0.4351066946543485,0.4351066946543485,1.3900086057414303,1.3900086057414303
A,20260628,30.0,8,9,-10.270260308043364,-23.116284670048323,12.84602436200496,0.08943867104819199,1,0.057153040398251954,0.634291700000891,0.5,0.6151808447196295,80.1016724895351,0.6074101977437151,0.15185254943592877,0.0,0.0,0.0,0.5,0.0,0.0,0.43515519893117016,0.3349609375,0.6551562216419899,0.4851184937005965,0.4851184937005965,63.16647053393184,63.16647053393184,0.7791922047680362,0.7791922047680362,0.19479805119200905,0.19479805119200905,0.125,0.125,0.125,0.125,0.625,0.625,0.125,0.125,0.5,0.5,0.125,0.125,0.12757113937550454,0.12757113937550454,0.5972676629927642,0.5972676629927642,0.9606993049675865,0.9606993049675865
A,20260628,30.0,8,10,-9.324556200363453,-13.773748581723845,4.449192381360392,0.07587375060684548,1,0.05823557359520571,0.5675677065802285,0.5,0.6222516098380992,81.02234503100252,0.808206732821628,0.202051683205407,0.0,0.0,0.0,0.25,0.0,0.25,0.4650559766450897,0.54736328125,0.7954118063984693,0.5728015487691717,0.5728015487691717,74.5835349959859,74.5835349959859,0.8891296926122405,0.8891296926122405,0.22228242315306013,0.22228242315306013,0.125,0.125,0.125,0.125,0.5,0.5,0.125,0.125,0.5,0.5,0.125,0.125,0.1634618684635818,0.1634618684635818,0.7268780743926655,0.7268780743926655,1.0363334026317674,1.0363334026317674
A,20260628,30.0,8,11,-10.878267070416683,-34.430067133500934,23.55180006308425,0.08107741167633388,1,0.04097616467234243,0.6252299684217124,0.4375,0.9402099033322182,122.42316449638258,0.6358786815838938,0.15896967039597346,0.0,0.0,0.0,0.625,0.0,0.125,0.5459136233766912,0.17041015625,0.7007147223743988,0.6115468143905868,0.6115468143905868,79.62849145710766,79.62849145710766,0.6954591418262025,0.6954591418262025,0.17386478545655062,0.17386478545655062,0.25,0.25,0.25,0.25,0.625,0.625,0.5,0.5,0.5,0.5,0.5,0.5,0.11243399348965966,0.11243399348965966,0.18706434007460837,0.18706434007460837,0.6060986640764683,0.6060986640764683
A,20260628,30.0,8,12,-10.274425435215095,-32.840423124545,22.565997689329905,0.0937899612142066,1,0.09562211652644681,0.6830021039975418,0.5,1.0107788467675642,131.61182900619326,1.0184719970141975,0.2546179992535494,0.0,0.0,0.0,0.25,0.0,0.125,0.4677440109735471,0.64697265625,1.3335953794150859,0.6975531282240057,0.6975531282240057,90.82723023750076,90.82723023750076,1.1974164226754178,1.1974164226754178,0.29935410566885445,0.29935410566885445,0.125,0.125,0.125,0.125,0.75,0.75,0.375,0.375,0.625,0.625,0.25,0.25,0.0672000123813632,0.0672000123813632,1.1552734375,1.1552734375,1.3444061782961438,1.3444061782961438
A,20260628,30.0,8,13,-13.381642571040551,-26.929983067996567,13.548340496956015,0.04333350435689509,1,0.023940910918293413,0.636623322918784,0.4375,1.8817511458024478,245.01968044302708,1.0399611179712873,0.25999027949282183,0.0,0.0,0.0,0.375,0.0,0.25,1.478713610995328,0.6376953125,2.180930315588539,1.4623999697302394,1.4623999697302394,190.41666272529162,190.41666272529162,1.037106670673063,1.037106670673063,0.25927666766826574,0.25927666766826574,0.125,0.125,0.0,0.0,0.25,0.25,0.375,0.375,0.125,0.125,0.375,0.375,0.9787136109953279,0.9787136109953279,0.638775021729943,0.638775021729943,1.8406697870221593,1.8406697870221593
A,20260628,30.0,8,14,-11.512419900152294,-19.267914311846774,7.75549441169448,0.05796641645619027,1,0.04210849402823927,0.6130788104954276,0.4375,1.7052297704721986,222.03512636356754,1.0934967292733242,0.27337418231833105,0.0,0.0,0.0,0.375,0.0,0.25,1.4194368137978053,0.7646484375,2.193123496389783,1.3179799829381085,1.3179799829381085,171.61197694506623,171.61197694506623,1.1446914493033669,1.1446914493033669,0.2861728623258417,0.2861728623258417,0.125,0.125,0.125,0.125,0.375,0.375,0.375,0.375,0.25,0.25,0.25,0.25,0.9194368137978002,0.9194368137978002,1.018971941705776,1.018971941705776,1.8432089194607184,1.8432089194607184
A,20260628,30.0,8,15,-11.3141491779804,-24.733633594684356,13.419484416703956,0.07097838448167004,1,0.0817120017039792,0.6829967887744693,0.4375,1.2600892936644659,164.07412677922733,0.9399312600913428,0.2349828150228357,0.0,0.0,0.0,0.25,0.0,0.25,0.947091206297049,0.650390625,1.4726054542165525,0.8788239581406352,0.8788239581406352,114.43020288289522,114.43020288289522,1.0630753893320706,1.0630753893320706,0.26576884733301764,0.26576884733301764,0.125,0.125,0.0,0.0,0.375,0.375,0.25,0.25,0.25,0.25,0.125,0.125,0.5436001110010784,0.5436001110010784,1.0535764439996012,1.0535764439996012,1.3207775700832953,1.3207775700832953
A,20260628,30.0,8,16,-12.211546872380588,-23.110418624464174,10.898871752083586,0.05470720863943097,1,0.1382191989334908,0.679296321786274,0.5,0.6222516098380992,81.02234503100252,0.7960175781944873,0.19900439454862182,0.0,0.0,0.0,0.25,0.0,0.125,0.4650559766450897,0.466796875,0.8136675078956517,0.30785923236972546,0.30785923236972546,40.085837548141335,40.085837548141335,0.9831757379766519,0.9831757379766519,0.24579393449416298,0.24579393449416298,0.25,0.25,0.0,0.0,0.875,0.875,0.375,0.375,0.5,0.5,0.125,0.125,0.10415942278360288,0.10415942278360288,0.7138671875,0.7138671875,0.9766266834575679,0.9766266834575679
A,20260628,30.0,8,17,-8.714678384746081,-30.9183506166209,22.20367223187482,0.13462321020523513,1,0.084672303073301,0.6357142150393303,0.5625,0.6109488663423974,79.550633638333,0.5588884976505523,0.13972212441263807,0.0,0.0,0.0,0.125,0.0,0.0,0.4327999876186368,0.48486328125,0.7928432706295129,0.286160733423945,0.286160733423945,37.26051216457617,37.26051216457617,0.8628167847511663,0.8628167847511663,0.21570419618779157,0.21570419618779157,0.25,0.25,0.125,0.125,0.875,0.875,0.375,0.375,0.75,0.75,0.125,0.125,0.061473606357246524,0.061473606357246524,0.33837890625,0.33837890625,0.5989107765598258,0.5989107765598258
A,20260628,30.0,8,18,-10.700826772842088,-27.457946920803103,16.757120147961015,0.08289076651983707,1,0.10076031180653057,0.6808201275946439,0.4375,1.0793432621642622,140.53948726097167,0.9780235042868034,0.24450587607170085,0.0,0.0,0.0,0.125,0.0,0.0,0.5637760184763465,0.66943359375,1.426478723145629,0.7299555122011432,0.7299555122011432,95.04629065119053,95.04629065119053,1.0643425511567122,1.0643425511567122,0.26608563778917804,0.26608563778917804,0.125,0.125,0.125,0.125,0.625,0.625,0.25,0.25,0.5,0.5,0.125,0.125,0.15714848782907254,0.15714848782907254,1.0225126802472122,1.0225126802472122,1.1819992211556034,1.1819992211556034
A,20260628,30.0,8,19,-10.610450059046897,-24.94604644411977,14.335596385072872,0.08260913766116779,1,0.06643246759590167,0.6487741466534505,0.4375,1.1978029490126934,155.96392565269446,0.8972334381428656,0.2243083595357164,0.0,0.0,0.0,0.25,0.0,0.25,0.96962561453984,0.6259765625,1.4938888610443555,0.8181641120616306,0.8181641120616306,106.53178542469149,106.53178542469149,1.001497645356648,1.001497645356648,0.250374411339162,0.250374411339162,0.0,0.0,0.0,0.0,0.375,0.375,0.25,0.25,0.125,0.125,0.25,0.25,0.638239488041686,0.638239488041686,0.91198214306511,0.91198214306511,1.211170298252147,1.211170298252147
A,20260628,30.0,8,20,-10.884196810400491,-27.576040226616662,16.691843416216173,0.07973356500750692,1,0.1032161993462936,0.6332023326724243,0.4375,1.021244083920696,132.97449009384064,0.9046325719626379,0.22615814299065948,0.0,0.0,0.0,0.375,0.0,0.125,0.5136576343502384,0.47119140625,1.1055478890271617,0.7067851474093783,0.7067851474093783,92.02931606892946,92.02931606892946,1.0166752103812349,1.0166752103812349,0.2541688025953087,0.2541688025953087,0.25,0.25,0.0,0.0,0.625,0.625,0.5,0.5,0.5,0.5,0.125,0.125,0.13826071450691302,0.13826071450691302,0.69677734375,0.69677734375,1.196726071870684,1.196726071870684
A,20260628,30.0,8,21,-10.825111834203675,-28.3683066553023,17.543194821098623,0.07942852670341893,1,0.09449267580136934,0.7061228439925751,0.4375,1.024825943866659,133.4408781076379,0.7348608479507056,0.1837152119876764,0.0,0.0,0.0,0.375,0.0,0.125,0.5459136233766912,0.53271484375,0.9431744035274517,0.7059669006903311,0.7059669006903311,91.92277352738687,91.92277352738687,0.8589826369783446,0.8589826369783446,0.21474565924458616,0.21474565924458616,0.25,0.25,0.0,0.0,0.625,0.625,0.25,0.25,0.5,0.5,0.0,0.0,0.0965514647767769,0.0965514647767769,0.6011173058722799,0.6011173058722799,1.0346002987918559,1.0346002987918559
A,20260628,30.0,8,22,-10.681899468732428,-19.497420060445595,8.815520591713167,0.07426999800330071,1,0.06623193418619706,0.6288539878306771,0.375,1.0262439292312275,133.62551161864943,1.017067281296042,0.2542668203240105,0.0,0.0,0.0,0.125,0.0,0.0,0.5136576343502384,0.83251953125,1.3170344793200863,0.7080215826945401,0.7080215826945401,92.19031024668492,92.19031024668492,1.1198576535919442,1.1198576535919442,0.27996441339798606,0.27996441339798606,0.125,0.125,0.125,0.125,0.625,0.625,0.125,0.125,0.375,0.375,0.125,0.125,0.16177560195480462,0.16177560195480462,1.0421633882174297,1.0421633882174297,1.2816644638337258,1.2816644638337258
A,20260628,30.0,8,23,-12.471233588076355,-24.48929055603881,12.018056967962455,0.0539497244928692,1,0.04379504748134786,0.6506539546458638,0.4375,1.591209104403906,207.18868546925862,1.1324912832568876,0.2831228208142219,0.0,0.0,0.0,0.25,0.0,0.125,0.8066752611193806,0.982421875,1.7225279401869549,1.2507976302493355,1.2507976302493355,162.8642747720489,162.8642747720489,1.1566063012272492,1.1566063012272492,0.2891515753068123,0.2891515753068123,0.0,0.0,0.0,0.0,0.375,0.375,0.25,0.25,0.25,0.25,0.25,0.25,0.47289675854095836,0.47289675854095836,1.226455811037872,1.226455811037872,1.5682400612448837,1.5682400612448837
A,20260628,30.0,8,24,-9.830617267996963,-25.11642589104454,15.285808623047576,0.10006470646483222,1,0.10869610130974225,0.6878274827566336,0.5,0.6043941933576208,78.69716059344022,0.6361230040728993,0.15903075101822484,0.0,0.0,0.125,0.0,0.125,0.0,0.43515519893117016,0.60693359375,0.7667611312617161,0.48558442727771733,0.48558442727771733,63.227138968452785,63.227138968452785,0.7553045492842837,0.7553045492842837,0.18882613732107092,0.18882613732107092,0.125,0.125,0.125,0.125,0.5,0.5,0.25,0.25,0.25,0.25,0.25,0.25,0.2539467895937228,0.2539467895937228,0.5614436367774922,0.5614436367774922,0.8442705472351417,0.8442705472351417
A,20260628,30.0,8,25,-11.444045112521529,-25.447154682681514,14.003109570159985,0.06996026883278562,1,0.10712964688399076,0.7035519020168142,0.5,1.0187256115294212,132.64656400122672,0.961932217963975,0.24048305449099375,0.0,0.0,0.0,0.375,0.0,0.125,0.5288319951214362,0.43310546875,1.3250027294007276,0.7012207085419768,0.7012207085419768,91.30477975806991,91.30477975806991,1.0913020850693966,1.0913020850693966,0.27282552126734916,0.27282552126734916,0.125,0.125,0.125,0.125,0.75,0.75,0.375,0.375,0.5,0.5,0.25,0.25,0.11702309788337571,0.11702309788337571,0.68310546875,0.68310546875,1.2830961733013693,1.2830961733013693
A,20260628,30.0,8,26,-10.777115973889657,-34.490138116588184,23.713022142698527,0.08360818901046228,1,0.13331719419086124,0.7320980115831613,0.5,0.7248918130779896,94.38695482786324,0.4248230678045906,0.10620576695114765,0.0,0.0,0.0,0.375,0.0,0.25,0.5034239939050167,0.32470703125,0.7799031729388322,0.7333779729633673,0.7333779729633673,95.49192356293845,95.49192356293845,0.7318529094035666,0.7318529094035666,0.18296322735089166,0.18296322735089166,0.25,0.25,0.0,0.0,0.5,0.5,0.375,0.375,0.5,0.5,0.125,0.125,0.17944647567886207,0.17944647567886207,0.4016842462640513,0.4016842462640513,0.9660083262093195,0.9660083262093195
A,20260628,30.0,8,27,-9.33198479501396,-27.452413184347062,18.1204283893331,0.11366120033313226,1,0.20304713741131217,0.7185146949581034,0.5625,0.6353274772207328,82.72493192978293,0.44608053264644953,0.11152013316161238,0.0,0.0,0.0,0.25,0.0,0.0,0.5034239939050167,0.361328125,0.7250502448260877,0.44970760796873116,0.44970760796873116,58.55567812092854,58.55567812092854,0.6903174129365504,0.6903174129365504,0.1725793532341376,0.1725793532341376,0.25,0.25,0.0,0.0,0.75,0.75,0.375,0.375,0.625,0.625,0.0,0.0,0.06578796191483961,0.06578796191483961,0.2978515625,0.2978515625,0.5784067041045342,0.5784067041045342
A,20260628,30.0,8,28,-9.876499996874886,-29.185145887144486,19.308645890269602,0.10276421515399373,1,0.1545924132100248,0.6300608293790839,0.5,0.6222516098380992,81.02234503100252,0.7929850609515888,0.1982462652378972,0.0,0.0,0.0,0.375,0.0,0.125,0.4650559766450897,0.48583984375,0.7728057218422677,0.29219972214019585,0.29219972214019585,38.046838820338,38.046838820338,0.9767311979014033,0.9767311979014033,0.24418279947535082,0.24418279947535082,0.0,0.0,0.0,0.0,0.875,0.875,0.125,0.125,0.75,0.75,0.0,0.0,0.05935513204464016,0.05935513204464016,0.7935338855945364,0.7935338855945364,0.9899358195866883,0.9899358195866883
A,20260628,30.0,8,29,-11.583153915481404,-27.271124556995524,15.68797064151412,0.06657029465709868,1,0.10810653689346503,0.6799337560068559,0.4375,1.040850349846519,135.52738930293216,0.5332359890713431,0.13330899726783577,0.0,0.0,0.125,0.5,0.125,0.375,0.5672000123813632,0.28076171875,0.9664855611297382,0.7464094614705837,0.7464094614705837,97.1887319623156,97.1887319623156,0.6939407956411576,0.6939407956411576,0.1734851989102894,0.1734851989102894,0.25,0.25,0.0,0.0,0.375,0.375,0.5,0.5,0.375,0.375,0.125,0.125,0.3787352906493488,0.3787352906493488,0.25360699542267984,0.25360699542267984,1.0734448513237091,1.0734448513237091
A,20260628,30.0,8,30,-13.126415828084642,-27.491543995942045,14.365128167857403,0.046257319553975766,1,0.05495686772245731,0.7256398152741709,0.4375,1.0174903613228292,132.48572413057673,0.845433498332207,0.21135837458305176,0.0,0.0,0.125,0.25,0.125,0.0,0.521286389004672,0.705078125,1.0989683877409724,0.8092888694355599,0.8092888694355599,105.37615487442187,105.37615487442187,0.9831337318938539,0.9831337318938539,0.24578343297346347,0.24578343297346347,0.125,0.125,0.0,0.0,0.375,0.375,0.25,0.25,0.0,0.0,0.0,0.0,0.43527405275626657,0.43527405275626657,1.011684680606976,1.011684680606976,1.2377685858036114,1.2377685858036114
A,20260628,30.0,8,31,-9.829542190420476,-25.049977074489522,15.220434884069046,0.10049363369052719,1,0.300936398467254,0.6916517212347308,0.5,0.8909873608211716,116.01397927359005,0.5576470094846693,0.13941175237116732,0.0,0.0,0.0,0.25,0.0,0.0,0.5501183841261081,0.58984375,0.7879286655811921,0.8495429170273069,0.8495429170273069,110.61756732126392,110.61756732126392,0.6908505314338237,0.6908505314338237,0.17271263285845592,0.17271263285845592,0.0,0.0,0.0,0.0,0.5,0.5,0.25,0.25,0.125,0.125,0.0,0.0,0.5197049936493114,0.5197049936493114,0.4592090273509757,0.4592090273509757,0.9792183649173808,0.9792183649173808
A,20260628,30.0,8,32,-10.747112493585272,-20.4400551758278,9.69294268224253,0.07567886018454446,1,0.08549023219957587,0.6530539110328668,0.4375,1.2510709560744901,162.89986407219925,0.9352776572087637,0.23381941430219091,0.0,0.0,0.0,0.25,0.0,0.25,0.947091206297049,0.57421875,1.149462014313202,0.8681655894926972,0.8681655894926972,113.04239446519496,113.04239446519496,1.0210030296910737,1.0210030296910737,0.2552507574227684,0.2552507574227684,0.125,0.125,0.0,0.0,0.375,0.375,0.25,0.25,0.25,0.25,0.0,0.0,0.5524936490364125,0.5524936490364125,0.6568656803947435,0.6568656803947435,1.1381145139152489,1.1381145139152489
A,20260628,30.0,8,33,-8.340319575493208,-23.65353134297795,15.313211767484741,0.14199398013006476,1,0.12217872459718539,0.5630836086984261,0.5625,0.6222516098380992,81.02234503100252,0.8213768003865192,0.2053442000966298,0.0,0.0,0.0,0.25,0.0,0.125,0.4650559766450897,0.48876953125,0.8256888557254272,0.5885467513212226,0.5885467513212226,76.6336915782842,76.6336915782842,0.8691675122739597,0.8691675122739597,0.21729187806848993,0.21729187806848993,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.375,0.375,0.0,0.0,0.23258158757319336,0.23258158757319336,0.7983054246126324,0.7983054246126324,1.1525328059004383,1.1525328059004383
A,20260628,30.0,8,34,-11.216432472044264,-28.736610505721785,17.52017803367752,0.07496672543534806,1,0.09188887977082137,0.635546023517668,0.5,1.0107788467675642,131.61182900619326,1.0051775649242165,0.2512943912310541,0.0,0.0,0.0,0.25,0.0,0.125,0.4677440109735471,0.68017578125,1.297124539599271,0.862651081392787,0.862651081392787,112.32435955635249,112.32435955635249,1.0381436361667502,1.0381436361667502,0.25953590904168755,0.25953590904168755,0.0,0.0,0.0,0.0,0.5,0.5,0.375,0.375,0.375,0.375,0.25,0.25,0.5201783648586924,0.5201783648586924,1.1279296875,1.1279296875,1.3533508897575597,1.3533508897575597
A,20260628,30.0,8,35,-13.467584519200173,-19.797098097681555,6.329513578481382,0.03463994490680644,1,0.03892904828010734,0.6496763229906641,0.4375,1.8555015325343065,241.60176204873784,1.1549666731844201,0.28874166829610504,0.0,0.0,0.0,0.375,0.0,0.25,1.5136576343502384,0.97998046875,2.2694230959937927,1.4339214475163362,1.4339214475163362,186.70852181202295,186.70852181202295,1.1427731121146354,1.1427731121146354,0.28569327802865885,0.28569327802865885,0.125,0.125,0.0,0.0,0.25,0.25,0.375,0.375,0.125,0.125,0.25,0.25,1.0136576343502384,1.0136576343502384,0.95003496256354,0.95003496256354,1.8799326368533689,1.8799326368533689
A,20260628,30.0,8,36,-10.46110602214017,-29.506766849200655,19.045660827060487,0.08840430315422765,1,0.114839194552446,0.6085178612070241,0.5,0.6222516098380992,81.02234503100252,0.8397931460726581,0.20994828651816452,0.0,0.0,0.0,0.25,0.0,0.125,0.4650559766450897,0.65087890625,0.8797978948870062,0.3036131962667908,0.3036131962667908,39.532968263905055,39.532968263905055,1.026450697715646,1.026450697715646,0.2566126744289115,0.2566126744289115,0.125,0.125,0.0,0.0,0.875,0.875,0.25,0.25,0.375,0.375,0.25,0.25,0.12037633520815305,0.12037633520815305,0.69873046875,0.69873046875,0.9528489043065664,0.9528489043065664
A,20260628,30.0,8,37,-8.277269861575212,-21.047701654221566,12.770431792646354,0.1410918471003605,1,0.13827943291915312,0.6765829546041657,0.5625,0.41767961887524174,54.385367041047104,0.4789900938136598,0.11974752345341495,0.0,0.0,0.0,0.375,0.0,0.125,0.4138688099264982,0.49658203125,0.6523590563454105,0.357513219659848,0.357513219659848,46.55120047654271,46.55120047654271,0.7055093840499915,0.7055093840499915,0.17637734601249788,0.17637734601249788,0.375,0.375,0.25,0.25,0.75,0.75,0.375,0.375,0.5,0.5,0.375,0.375,0.0777180300747524,0.0777180300747524,0.36181640625,0.36181640625,0.3701577190730485,0.3701577190730485
A,20260628,30.0,8,38,-10.159165684728597,-27.12413440205686,16.96496871732826,0.09415136940547005,1,0.1779703611823561,0.6774117257596803,0.5,0.7330369946981707,95.44752535132432,0.46579612813104465,0.11644903203276116,0.0,0.0,0.0,0.25,0.0,0.0,0.5322559890264529,0.3779296875,0.8102352525648908,0.7353167618937049,0.7353167618937049,95.74437003824283,95.74437003824283,0.7614386778594774,0.7614386778594774,0.19035966946486935,0.19035966946486935,0.25,0.25,0.125,0.125,0.5,0.5,0.375,0.375,0.375,0.375,0.125,0.125,0.22411742244590727,0.22411742244590727,0.4813219727133866,0.4813219727133866,1.008769000488424,1.008769000488424
